time,q1,q2,q1_dot,q2_dot
4.4900,-0.39900972,0.06128967,-0.19609710,0.25070520
4.5000,-0.40095294,0.06380285,-0.19254418,0.25192616
4.5100,-0.40286054,0.06632812,-0.18897416,0.25312474
4.5200,-0.40473236,0.06886527,-0.18538736,0.25430084
4.5300,-0.40656823,0.07141406,-0.18178408,0.25545436
4.5400,-0.40836799,0.07397428,-0.17816466,0.25658518
4.5500,-0.41013147,0.07654569,-0.17452942,0.25769321
4.5600,-0.41185853,0.07912807,-0.17087867,0.25877834
4.5700,-0.41354900,0.08172118,-0.16721274,0.25984050
4.5800,-0.41520273,0.08432480,-0.16353196,0.26087957
4.5900,-0.41681959,0.08693870,-0.15983665,0.26189547
4.6000,-0.41839942,0.08956263,-0.15612715,0.26288811
4.6100,-0.41994208,0.09219638,-0.15240378,0.26385739
4.6200,-0.42144745,0.09483970,-0.14866687,0.26480324
4.6300,-0.42291538,0.09749237,-0.14491675,0.26572557
4.6400,-0.42434574,0.10015414,-0.14115376,0.26662429
4.6500,-0.42573841,0.10282477,-0.13737824,0.26749933
4.6600,-0.42709327,0.10550404,-0.13359051,0.26835061
4.6700,-0.42841018,0.10819171,-0.12979092,0.26917806
4.6800,-0.42968905,0.11088753,-0.12597979,0.26998159
4.6900,-0.43092974,0.11359126,-0.12215748,0.27076114
4.7000,-0.43213216,0.11630267,-0.11832432,0.27151664
4.7100,-0.43329619,0.11902151,-0.11448064,0.27224803
4.7200,-0.43442174,0.12174755,-0.11062680,0.27295523
4.7300,-0.43550870,0.12448054,-0.10676313,0.27363818
4.7400,-0.43655697,0.12722023,-0.10288997,0.27429683
4.7500,-0.43756646,0.12996639,-0.09900768,0.27493112
4.7600,-0.43853709,0.13271877,-0.09511660,0.27554098
4.7700,-0.43946877,0.13547713,-0.09121706,0.27612637
4.7800,-0.44036141,0.13824122,-0.08730942,0.27668723
4.7900,-0.44121493,0.14101079,-0.08339403,0.27722352
4.8000,-0.44202926,0.14378561,-0.07947123,0.27773518
4.8100,-0.44280433,0.14656541,-0.07554137,0.27822217
4.8200,-0.44354007,0.14934997,-0.07160480,0.27868444
4.8300,-0.44423641,0.15213902,-0.06766187,0.27912197
4.8400,-0.44489329,0.15493232,-0.06371293,0.27953470
4.8500,-0.44551065,0.15772963,-0.05975833,0.27992259
4.8600,-0.44608843,0.16053069,-0.05579842,0.28028563
4.8700,-0.44662660,0.16333526,-0.05183355,0.28062377
4.8800,-0.44712509,0.16614308,-0.04786409,0.28093698
4.8900,-0.44758387,0.16895392,-0.04389037,0.28122524
4.9000,-0.44800288,0.17176751,-0.03991275,0.28148851
4.9100,-0.44838211,0.17458360,-0.03593158,0.28172679
4.9200,-0.44872151,0.17740196,-0.03194723,0.28194004
4.9300,-0.44902104,0.18022232,-0.02796004,0.28212824
4.9400,-0.44928070,0.18304444,-0.02397036,0.28229139
4.9500,-0.44950044,0.18586806,-0.01997855,0.28242946
4.9600,-0.44968026,0.18869295,-0.01598497,0.28254244
4.9700,-0.44982014,0.19151883,-0.01198997,0.28263033
4.9800,-0.44992006,0.19434547,-0.00799391,0.28269311
4.9900,-0.44998001,0.19717261,-0.00399713,0.28273078
5.0000,-0.45000000,0.20000000,-0.00000000,0.28274334
5.0100,-0.44998001,0.20282739,0.00399713,0.28273078
5.0200,-0.44992006,0.20565453,0.00799391,0.28269311
5.0300,-0.44982014,0.20848117,0.01198997,0.28263033
5.0400,-0.44968026,0.21130705,0.01598497,0.28254244
5.0500,-0.44950044,0.21413194,0.01997855,0.28242946
5.0600,-0.44928070,0.21695556,0.02397036,0.28229139
5.0700,-0.44902104,0.21977768,0.02796004,0.28212824
5.0800,-0.44872151,0.22259804,0.03194723,0.28194004
5.0900,-0.44838211,0.22541640,0.03593158,0.28172679
5.1000,-0.44800288,0.22823249,0.03991275,0.28148851
5.1100,-0.44758387,0.23104608,0.04389037,0.28122524
5.1200,-0.44712509,0.23385692,0.04786409,0.28093698
5.1300,-0.44662660,0.23666474,0.05183355,0.28062377
5.1400,-0.44608843,0.23946931,0.05579842,0.28028563
5.1500,-0.44551065,0.24227037,0.05975833,0.27992259
5.1600,-0.44489329,0.24506768,0.06371293,0.27953470
5.1700,-0.44423641,0.24786098,0.06766187,0.27912197
5.1800,-0.44354007,0.25065003,0.07160480,0.27868444
5.1900,-0.44280433,0.25343459,0.07554137,0.27822217
5.2000,-0.44202926,0.25621439,0.07947123,0.27773518
5.2100,-0.44121493,0.25898921,0.08339403,0.27722352
5.2200,-0.44036141,0.26175878,0.08730942,0.27668723
5.2300,-0.43946877,0.26452287,0.09121706,0.27612637
5.2400,-0.43853709,0.26728123,0.09511660,0.27554098
5.2500,-0.43756646,0.27003361,0.09900768,0.27493112
5.2600,-0.43655697,0.27277977,0.10288997,0.27429683
5.2700,-0.43550870,0.27551946,0.10676313,0.27363818
5.2800,-0.43442174,0.27825245,0.11062680,0.27295523
5.2900,-0.43329619,0.28097849,0.11448064,0.27224803
5.3000,-0.43213216,0.28369733,0.11832432,0.27151664
5.3100,-0.43092974,0.28640874,0.12215748,0.27076114
5.3200,-0.42968905,0.28911247,0.12597979,0.26998159
5.3300,-0.42841018,0.29180829,0.12979092,0.26917806
5.3400,-0.42709327,0.29449596,0.13359051,0.26835061
5.3500,-0.42573841,0.29717523,0.13737824,0.26749933
5.3600,-0.42434574,0.29984586,0.14115376,0.26662429
5.3700,-0.42291538,0.30250763,0.14491675,0.26572557
5.3800,-0.42144745,0.30516030,0.14866687,0.26480324
5.3900,-0.41994208,0.30780362,0.15240378,0.26385739
5.4000,-0.41839942,0.31043737,0.15612715,0.26288811
5.4100,-0.41681959,0.31306130,0.15983665,0.26189547
5.4200,-0.41520273,0.31567520,0.16353196,0.26087957
5.4300,-0.41354900,0.31827882,0.16721274,0.25984050
5.4400,-0.41185853,0.32087193,0.17087867,0.25877834
5.4500,-0.41013147,0.32345431,0.17452942,0.25769321
5.4600,-0.40836799,0.32602572,0.17816466,0.25658518
5.4700,-0.40656823,0.32858594,0.18178408,0.25545436
5.4800,-0.40473236,0.33113473,0.18538736,0.25430084
5.4900,-0.40286054,0.33367188,0.18897416,0.25312474
5.5000,-0.40095294,0.33619715,0.19254418,0.25192616
5.5100,-0.39900972,0.33871033,0.19609710,0.25070520
5.5200,-0.39703105,0.34121118,0.19963260,0.24946197
5.5300,-0.39501712,0.34369949,0.20315037,0.24819658
5.5400,-0.39296810,0.34617504,0.20665009,0.24690914
5.5500,-0.39088418,0.34863760,0.21013146,0.24559977
5.5600,-0.38876554,0.35108696,0.21359416,0.24426859
5.5700,-0.38661236,0.35352290,0.21703789,0.24291571
5.5800,-0.38442484,0.35594520,0.22046234,0.24154125
5.5900,-0.38220318,0.35835365,0.22386720,0.24014534
5.6000,-0.37994757,0.36074804,0.22725219,0.23872810
5.6100,-0.37765820,0.36312814,0.23061698,0.23728965
5.6200,-0.37533530,0.36549376,0.23396129,0.23583012
5.6300,-0.37297905,0.36784468,0.23728482,0.23434965
5.6400,-0.37058967,0.37018068,0.24058728,0.23284836
5.6500,-0.36816737,0.37250158,0.24386836,0.23132638
5.6600,-0.36571237,0.37480714,0.24712778,0.22978386
5.6700,-0.36322489,0.37709718,0.25036525,0.22822093
5.6800,-0.36070514,0.37937149,0.25358048,0.22663773
5.6900,-0.35815336,0.38162987,0.25677318,0.22503439
5.7000,-0.35556976,0.38387212,0.25994308,0.22341107
5.7100,-0.35295457,0.38609803,0.26308989,0.22176790
5.7200,-0.35030804,0.38830741,0.26621333,0.22010503
5.7300,-0.34763038,0.39050006,0.26931312,0.21842261
5.7400,-0.34492185,0.39267580,0.27238899,0.21672079
5.7500,-0.34218268,0.39483441,0.27544066,0.21499972
5.7600,-0.33941312,0.39697573,0.27846787,0.21325955
5.7700,-0.33661341,0.39909954,0.28147035,0.21150044
5.7800,-0.33378380,0.40120567,0.28444782,0.20972255
5.7900,-0.33092454,0.40329393,0.28740002,0.20792602
5.8000,-0.32803588,0.40536413,0.29032670,0.20611102
5.8100,-0.32511809,0.40741609,0.29322759,0.20427772
5.8200,-0.32217142,0.40944963,0.29610243,0.20242627
5.8300,-0.31919613,0.41146456,0.29895097,0.20055684
5.8400,-0.31619249,0.41346070,0.30177296,0.19866960
5.8500,-0.31316076,0.41543789,0.30456814,0.19676471
5.8600,-0.31010121,0.41739594,0.30733627,0.19484234
5.8700,-0.30701412,0.41933468,0.31007710,0.19290266
5.8800,-0.30389976,0.42125394,0.31279038,0.19094585
5.8900,-0.30075841,0.42315354,0.31547588,0.18897208
5.9000,-0.29759034,0.42503332,0.31813336,0.18698152
5.9100,-0.29439584,0.42689311,0.32076258,0.18497436
5.9200,-0.29117518,0.42873275,0.32336331,0.18295076
5.9300,-0.28792867,0.43055208,0.32593532,0.18091092
5.9400,-0.28465657,0.43235092,0.32847837,0.17885500
5.9500,-0.28135920,0.43412912,0.33099225,0.17678320
5.9600,-0.27803683,0.43588653,0.33347672,0.17469569
5.9700,-0.27468976,0.43762298,0.33593158,0.17259267
5.9800,-0.27131829,0.43933833,0.33835660,0.17047431
5.9900,-0.26792273,0.44103242,0.34075156,0.16834081
6.0000,-0.26450336,0.44270510,0.34311625,0.16619236
6.0100,-0.26106050,0.44435622,0.34545046,0.16402915
6.0200,-0.25759446,0.44598563,0.34775400,0.16185137
6.0300,-0.25410553,0.44759320,0.35002664,0.15965921
6.0400,-0.25059403,0.44917877,0.35226819,0.15745287
6.0500,-0.24706027,0.45074221,0.35447845,0.15523254
6.0600,-0.24350456,0.45228337,0.35665722,0.15299843
6.0700,-0.23992723,0.45380213,0.35880431,0.15075072
6.0800,-0.23632858,0.45529834,0.36091953,0.14848963
6.0900,-0.23270895,0.45677188,0.36300269,0.14621534
6.1000,-0.22906864,0.45822261,0.36505361,0.14392807
6.1100,-0.22540798,0.45965040,0.36707210,0.14162801
6.1200,-0.22172730,0.46105513,0.36905799,0.13931537
6.1300,-0.21802693,0.46243667,0.37101109,0.13699036
6.1400,-0.21430719,0.46379489,0.37293124,0.13465318
6.1500,-0.21056842,0.46512969,0.37481827,0.13230404
6.1600,-0.20681094,0.46644093,0.37667200,0.12994314
6.1700,-0.20303509,0.46772851,0.37849227,0.12757071
6.1800,-0.19924120,0.46899231,0.38027892,0.12518694
6.1900,-0.19542962,0.47023222,0.38203179,0.12279205
6.2000,-0.19160068,0.47144812,0.38375073,0.12038626
6.2100,-0.18775472,0.47263990,0.38543558,0.11796977
6.2200,-0.18389208,0.47380748,0.38708620,0.11554280
6.2300,-0.18001311,0.47495073,0.38870243,0.11310557
6.2400,-0.17611815,0.47606955,0.39028414,0.11065830
6.2500,-0.17220754,0.47716386,0.39183118,0.10820119
6.2600,-0.16828164,0.47823355,0.39334341,0.10573447
6.2700,-0.16434079,0.47927852,0.39482070,0.10325837
6.2800,-0.16038535,0.48029868,0.39626293,0.10077308
6.2900,-0.15641565,0.48129395,0.39766995,0.09827885
6.3000,-0.15243206,0.48226423,0.39904166,0.09577589
6.3100,-0.14843494,0.48320944,0.40037791,0.09326442
6.3200,-0.14442462,0.48412949,0.40167861,0.09074467
6.3300,-0.14040148,0.48502431,0.40294362,0.08821685
6.3400,-0.13636587,0.48589380,0.40417284,0.08568120
6.3500,-0.13231815,0.48673790,0.40536616,0.08313794
6.3600,-0.12825867,0.48755654,0.40652348,0.08058730
6.3700,-0.12418780,0.48834963,0.40764468,0.07802949
6.3800,-0.12010590,0.48911710,0.40872968,0.07546476
6.3900,-0.11601332,0.48985890,0.40977836,0.07289332
6.4000,-0.11191045,0.49057495,0.41079066,0.07031541
6.4100,-0.10779763,0.49126519,0.41176646,0.06773125
6.4200,-0.10367524,0.49192955,0.41270568,0.06514108
6.4300,-0.09954364,0.49256799,0.41360825,0.06254511
6.4400,-0.09540320,0.49318044,0.41447408,0.05994360
6.4500,-0.09125428,0.49376684,0.41530309,0.05733676
6.4600,-0.08709726,0.49432716,0.41609521,0.05472482
6.4700,-0.08293250,0.49486132,0.41685038,0.05210803
6.4800,-0.07876038,0.49536930,0.41756851,0.04948660
6.4900,-0.07458126,0.49585104,0.41824956,0.04686078
6.5000,-0.07039551,0.49630650,0.41889345,0.04423080
6.5100,-0.06620351,0.49673564,0.41950013,0.04159689
6.5200,-0.06200563,0.49713843,0.42006956,0.03895929
6.5300,-0.05780224,0.49751482,0.42060167,0.03631822
6.5400,-0.05359372,0.49786478,0.42109641,0.03367393
6.5500,-0.04938044,0.49818829,0.42155376,0.03102665
6.5600,-0.04516277,0.49848531,0.42197366,0.02837661
6.5700,-0.04094109,0.49875581,0.42235608,0.02572405
6.5800,-0.03671578,0.49899978,0.42270098,0.02306920
6.5900,-0.03248720,0.49921719,0.42300833,0.02041231
6.6000,-0.02825573,0.49940802,0.42327811,0.01775360
6.6100,-0.02402176,0.49957225,0.42351030,0.01509332
6.6200,-0.01978565,0.49970988,0.42370486,0.01243169
6.6300,-0.01554779,0.49982088,0.42386179,0.00976896
6.6400,-0.01130854,0.49990526,0.42398107,0.00710537
6.6500,-0.00706829,0.49996299,0.42406269,0.00444114
6.6600,-0.00282741,0.49999408,0.42410664,0.00177652
6.6700,0.00141371,0.49999852,0.42411292,-0.00088826
6.6800,0.00565472,0.49997631,0.42408152,-0.00355296
6.6900,0.00989522,0.49992746,0.42401246,-0.00621735
6.7000,0.01413484,0.49985197,0.42390573,-0.00888118
6.7100,0.01837321,0.49974984,0.42376135,-0.01154423
6.7200,0.02260994,0.49962109,0.42357933,-0.01420625
6.7300,0.02684467,0.49946572,0.42335969,-0.01686700
6.7400,0.03107701,0.49928375,0.42310244,-0.01952626
6.7500,0.03530659,0.49907520,0.42280760,-0.02218379
6.7600,0.03953304,0.49884008,0.42247521,-0.02483934
6.7700,0.04375597,0.49857842,0.42210530,-0.02749269
6.7800,0.04797502,0.49829024,0.42169789,-0.03014359
6.7900,0.05218981,0.49797556,0.42125302,-0.03279182
6.8000,0.05639996,0.49763441,0.42077073,-0.03543714
6.8100,0.06060510,0.49726683,0.42025107,-0.03807930
6.8200,0.06480485,0.49687284,0.41969408,-0.04071809
6.8300,0.06899885,0.49645248,0.41909981,-0.04335326
6.8400,0.07318672,0.49600578,0.41846832,-0.04598458
6.8500,0.07736810,0.49553280,0.41779965,-0.04861181
6.8600,0.08154259,0.49503356,0.41709387,-0.05123472
6.8700,0.08570985,0.49450812,0.41635104,-0.05385309
6.8800,0.08986949,0.49395652,0.41557123,-0.05646667
6.8900,0.09402115,0.49337880,0.41475451,-0.05907523
6.9000,0.09816446,0.49277503,0.41390095,-0.06167855
6.9100,0.10229905,0.49214525,0.41301062,-0.06427639
6.9200,0.10642455,0.49148952,0.41208360,-0.06686852
6.9300,0.11054060,0.49080790,0.41111998,-0.06945471
6.9400,0.11464683,0.49010045,0.41011984,-0.07203473
6.9500,0.11874287,0.48936723,0.40908328,-0.07460835
6.9600,0.12282837,0.48860830,0.40801037,-0.07717534
6.9700,0.12690296,0.48782374,0.40690123,-0.07973548
6.9800,0.13096628,0.48701362,0.40575594,-0.08228854
6.9900,0.13501796,0.48617800,0.40457461,-0.08483428
7.0000,0.13905765,0.48531695,0.40335734,-0.08737250
7.0100,0.14308499,0.48443057,0.40210425,-0.08990295
7.0200,0.14709961,0.48351892,0.40081543,-0.09242541
7.0300,0.15110118,0.48258209,0.39949102,-0.09493967
7.0400,0.15508932,0.48162016,0.39813112,-0.09744549
7.0500,0.15906368,0.48063321,0.39673585,-0.09994266
7.0600,0.16302392,0.47962133,0.39530535,-0.10243095
7.0700,0.16696967,0.47858462,0.39383973,-0.10491014
7.0800,0.17090059,0.47752316,0.39233913,-0.10738001
7.0900,0.17481634,0.47643705,0.39080368,-0.10984034
7.1000,0.17871655,0.47532639,0.38923351,-0.11229092
7.1100,0.18260089,0.47419127,0.38762877,-0.11473152
7.1200,0.18646901,0.47303179,0.38598960,-0.11716194
7.1300,0.19032057,0.47184806,0.38431615,-0.11958194
7.1400,0.19415522,0.47064019,0.38260855,-0.12199132
7.1500,0.19797263,0.46940827,0.38086697,-0.12438987
7.1600,0.20177245,0.46815243,0.37909156,-0.12677737
7.1700,0.20555435,0.46687276,0.37728248,-0.12915360
7.1800,0.20931799,0.46556939,0.37543988,-0.13151837
7.1900,0.21306303,0.46424243,0.37356394,-0.13387145
7.2000,0.21678915,0.46289200,0.37165481,-0.13621264
7.2100,0.22049602,0.46151822,0.36971268,-0.13854173
7.2200,0.22418330,0.46012121,0.36773770,-0.14085852
7.2300,0.22785066,0.45870109,0.36573005,-0.14316279
7.2400,0.23149779,0.45725800,0.36368992,-0.14545435
7.2500,0.23512435,0.45579205,0.36161749,-0.14773299
7.2600,0.23873003,0.45430338,0.35951293,-0.14999850
7.2700,0.24231451,0.45279212,0.35737645,-0.15225069
7.2800,0.24587746,0.45125841,0.35520821,-0.15448936
7.2900,0.24941857,0.44970238,0.35300843,-0.15671431
7.3000,0.25293752,0.44812417,0.35077728,-0.15892533
7.3100,0.25643401,0.44652392,0.34851498,-0.16112224
7.3200,0.25990772,0.44490178,0.34622173,-0.16330483
7.3300,0.26335834,0.44325787,0.34389772,-0.16547292
7.3400,0.26678557,0.44159237,0.34154316,-0.16762632
7.3500,0.27018910,0.43990540,0.33915827,-0.16976482
7.3600,0.27356863,0.43819712,0.33674324,-0.17188824
7.3700,0.27692387,0.43646768,0.33429831,-0.17399640
7.3800,0.28025450,0.43471724,0.33182369,-0.17608910
7.3900,0.28356024,0.43294595,0.32931958,-0.17816615
7.4000,0.28684080,0.43115397,0.32678623,-0.18022739
7.4100,0.29009587,0.42934146,0.32422385,-0.18227261
7.4200,0.29332518,0.42750857,0.32163267,-0.18430164
7.4300,0.29652843,0.42565548,0.31901292,-0.18631431
7.4400,0.29970534,0.42378234,0.31636484,-0.18831042
7.4500,0.30285563,0.42188933,0.31368865,-0.19028981
7.4600,0.30597902,0.41997660,0.31098460,-0.19225229
7.4700,0.30907523,0.41804434,0.30825292,-0.19419769
7.4800,0.31214399,0.41609271,0.30549387,-0.19612585
7.4900,0.31518502,0.41412188,0.30270768,-0.19803659
7.5000,0.31819805,0.41213203,0.29989460,-0.19992973
7.5100,0.32118282,0.41012335,0.29705488,-0.20180512
7.5200,0.32413906,0.40809599,0.29418878,-0.20366258
7.5300,0.32706651,0.40605015,0.29129654,-0.20550195
7.5400,0.32996491,0.40398601,0.28837843,-0.20732306
7.5500,0.33283399,0.40190375,0.28543471,-0.20912577
7.5600,0.33567352,0.39980356,0.28246563,-0.21090989
7.5700,0.33848322,0.39768562,0.27947146,-0.21267528
7.5800,0.34126286,0.39555012,0.27645247,-0.21442178
7.5900,0.34401219,0.39339725,0.27340892,-0.21614923
7.6000,0.34673096,0.39122720,0.27034108,-0.21785749
7.6100,0.34941893,0.38904016,0.26724923,-0.21954639
7.6200,0.35207586,0.38683633,0.26413364,-0.22121579
7.6300,0.35470153,0.38461591,0.26099460,-0.22286554
7.6400,0.35729568,0.38237909,0.25783236,-0.22449550
7.6500,0.35985810,0.38012607,0.25464723,-0.22610551
7.6600,0.36238855,0.37785705,0.25143948,-0.22769544
7.6700,0.36488681,0.37557223,0.24820939,-0.22926515
7.6800,0.36735266,0.37327181,0.24495725,-0.23081449
7.6900,0.36978588,0.37095600,0.24168336,-0.23234332
7.7000,0.37218626,0.36862501,0.23838800,-0.23385152
7.7100,0.37455357,0.36627904,0.23507146,-0.23533895
7.7200,0.37688762,0.36391830,0.23173404,-0.23680547
7.7300,0.37918819,0.36154300,0.22837604,-0.23825096
7.7400,0.38145507,0.35915336,0.22499776,-0.23967529
7.7500,0.38368807,0.35674957,0.22159948,-0.24107833
7.7600,0.38588700,0.35433186,0.21818153,-0.24245995
7.7700,0.38805164,0.35190044,0.21474419,-0.24382004
7.7800,0.39018182,0.34945553,0.21128778,-0.24515847
7.7900,0.39227733,0.34699735,0.20781260,-0.24647512
7.8000,0.39433801,0.34452610,0.20431896,-0.24776988
7.8100,0.39636365,0.34204202,0.20080718,-0.24904263
7.8200,0.39835409,0.33954532,0.19727755,-0.25029326
7.8300,0.40030914,0.33703623,0.19373041,-0.25152165
7.8400,0.40222864,0.33451496,0.19016605,-0.25272771
7.8500,0.40411241,0.33198175,0.18658480,-0.25391132
7.8600,0.40596028,0.32943681,0.18298698,-0.25507237
7.8700,0.40777209,0.32688038,0.17937291,-0.25621076
7.8800,0.40954769,0.32431267,0.17574290,-0.25732640
7.8900,0.41128690,0.32173393,0.17209729,-0.25841918
7.9000,0.41298958,0.31914437,0.16843638,-0.25948901
7.9100,0.41465558,0.31654422,0.16476052,-0.26053578
7.9200,0.41628474,0.31393373,0.16107001,-0.26155942
7.9300,0.41787693,0.31131311,0.15736521,-0.26255982
7.9400,0.41943200,0.30868261,0.15364642,-0.26353690
7.9500,0.42094981,0.30604245,0.14991399,-0.26449057
7.9600,0.42243024,0.30339288,0.14616824,-0.26542075
7.9700,0.42387314,0.30073412,0.14240950,-0.26632735
7.9800,0.42527838,0.29806641,0.13863812,-0.26721029
7.9900,0.42664586,0.29538999,0.13485442,-0.26806950
8.0000,0.42797543,0.29270510,0.13105875,-0.26890489
8.0100,0.42926699,0.29001197,0.12725143,-0.26971641
8.0200,0.43052042,0.28731085,0.12343281,-0.27050396
8.0300,0.43173561,0.28460197,0.11960322,-0.27126749
8.0400,0.43291245,0.28188558,0.11576301,-0.27200692
8.0500,0.43405084,0.27916191,0.11191252,-0.27272218
8.0600,0.43515067,0.27643122,0.10805209,-0.27341323
8.0700,0.43621185,0.27369373,0.10418206,-0.27407999
8.0800,0.43723428,0.27094970,0.10030277,-0.27472240
8.0900,0.43821787,0.26819936,0.09641458,-0.27534041
8.1000,0.43916254,0.26544297,0.09251782,-0.27593396
8.1100,0.44006820,0.26268077,0.08861285,-0.27650301
8.1200,0.44093477,0.25991299,0.08470000,-0.27704749
8.1300,0.44176218,0.25713990,0.08077963,-0.27756736
8.1400,0.44255034,0.25436173,0.07685208,-0.27806258
8.1500,0.44329920,0.25157873,0.07291771,-0.27853310
8.1600,0.44400867,0.24879115,0.06897686,-0.27897888
8.1700,0.44467871,0.24599924,0.06502989,-0.27939988
8.1800,0.44530925,0.24320323,0.06107713,-0.27979606
8.1900,0.44590024,0.24040340,0.05711896,-0.28016738
8.2000,0.44645162,0.23759997,0.05315571,-0.28051382
8.2100,0.44696334,0.23479320,0.04918773,-0.28083535
8.2200,0.44743536,0.23198335,0.04521539,-0.28113193
8.2300,0.44786763,0.22917065,0.04123903,-0.28140353
8.2400,0.44826012,0.22635536,0.03725901,-0.28165014
8.2500,0.44861280,0.22353773,0.03327568,-0.28187174
8.2600,0.44892563,0.22071801,0.02928939,-0.28206829
8.2700,0.44919858,0.21789645,0.02530051,-0.28223979
8.2800,0.44943163,0.21507330,0.02130937,-0.28238622
8.2900,0.44962476,0.21224881,0.01731634,-0.28250757
8.3000,0.44977795,0.20942323,0.01332177,-0.28260382
8.3100,0.44989119,0.20659681,0.00932602,-0.28267497
8.3200,0.44996447,0.20376981,0.00532945,-0.28272101
8.3300,0.44999778,0.20094248,0.00133239,-0.28274194
8.3400,0.44999112,0.19811506,-0.00266478,-0.28273776
8.3500,0.44994448,0.19528780,-0.00666171,-0.28270846
8.3600,0.44985789,0.19246097,-0.01065805,-0.28265405
8.3700,0.44973133,0.18963481,-0.01465345,-0.28257453
8.3800,0.44956482,0.18680956,-0.01864754,-0.28246991
8.3900,0.44935838,0.18398549,-0.02263998,-0.28234020
8.4000,0.44911203,0.18116284,-0.02663040,-0.28218541
8.4100,0.44882578,0.17834187,-0.03061846,-0.28200556
8.4200,0.44849967,0.17552282,-0.03460380,-0.28180065
8.4300,0.44813372,0.17270594,-0.03858607,-0.28157072
8.4400,0.44772796,0.16989149,-0.04256491,-0.28131577
8.4500,0.44728243,0.16707971,-0.04653997,-0.28103584
8.4600,0.44679717,0.16427085,-0.05051089,-0.28073094
8.4700,0.44627223,0.16146517,-0.05447733,-0.28040111
8.4800,0.44570764,0.15866291,-0.05843893,-0.28004637
8.4900,0.44510347,0.15586433,-0.06239534,-0.27966676
8.5000,0.44445975,0.15306966,-0.06634620,-0.27926230
8.5100,0.44377656,0.15027916,-0.07029118,-0.27883304
8.5200,0.44305395,0.14749308,-0.07422991,-0.27837901
8.5300,0.44229199,0.14471167,-0.07816204,-0.27790025
8.5400,0.44149073,0.14193516,-0.08208723,-0.27739681
8.5500,0.44065026,0.13916381,-0.08600514,-0.27686873
8.5600,0.43977066,0.13639787,-0.08991540,-0.27631605
8.5700,0.43885198,0.13363757,-0.09381767,-0.27573883
8.5800,0.43789433,0.13088317,-0.09771161,-0.27513712
8.5900,0.43689778,0.12813491,-0.10159688,-0.27451097
8.6000,0.43586242,0.12539303,-0.10547311,-0.27386044
8.6100,0.43478835,0.12265778,-0.10933998,-0.27318558
8.6200,0.43367566,0.11992940,-0.11319714,-0.27248645
8.6300,0.43252444,0.11720814,-0.11704424,-0.27176312
8.6400,0.43133481,0.11449422,-0.12088095,-0.27101565
8.6500,0.43010686,0.11178790,-0.12470691,-0.27024411
8.6600,0.42884070,0.10908942,-0.12852181,-0.26944856
8.6700,0.42753646,0.10639901,-0.13232528,-0.26862908
8.6800,0.42619424,0.10371692,-0.13611700,-0.26778574
8.6900,0.42481416,0.10104338,-0.13989663,-0.26691861
8.7000,0.42339635,0.09837862,-0.14366384,-0.26602777
8.7100,0.42194092,0.09572290,-0.14741828,-0.26511330
8.7200,0.42044802,0.09307644,-0.15115963,-0.26417528
8.7300,0.41891778,0.09043947,-0.15488755,-0.26321380
8.7400,0.41735032,0.08781224,-0.15860171,-0.26222894
8.7500,0.41574579,0.08519497,-0.16230179,-0.26122078
8.7600,0.41410433,0.08258790,-0.16598745,-0.26018943
8.7700,0.41242609,0.07999126,-0.16965836,-0.25913495
8.7800,0.41071121,0.07740528,-0.17331421,-0.25805747
8.7900,0.40895986,0.07483019,-0.17695466,-0.25695706
8.8000,0.40717217,0.07226621,-0.18057939,-0.25583382
8.8100,0.40534832,0.06971359,-0.18418808,-0.25468786
8.8200,0.40348847,0.06717253,-0.18778041,-0.25351928
8.8300,0.40159277,0.06464327,-0.19135606,-0.25232818
8.8400,0.39966140,0.06212604,-0.19491472,-0.25111466
8.8500,0.39769453,0.05962106,-0.19845606,-0.24987884
8.8600,0.39569234,0.05712854,-0.20197977,-0.24862083
8.8700,0.39365500,0.05464871,-0.20548554,-0.24734073
8.8800,0.39158269,0.05218180,-0.20897306,-0.24603866
8.8900,0.38947560,0.04972801,-0.21244202,-0.24471474
8.9000,0.38733391,0.04728758,-0.21589210,-0.24336907
8.9100,0.38515782,0.04486070,-0.21932301,-0.24200180
8.9200,0.38294752,0.04244761,-0.22273444,-0.24061302
8.9300,0.38070320,0.04004851,-0.22612609,-0.23920287
8.9400,0.37842506,0.03766362,-0.22949764,-0.23777148
8.9500,0.37611331,0.03529315,-0.23284882,-0.23631896
8.9600,0.37376815,0.03293732,-0.23617931,-0.23484546
8.9700,0.37138980,0.03059631,-0.23948882,-0.23335109
8.9800,0.36897845,0.02827036,-0.24277706,-0.23183600
8.9900,0.36653433,0.02595966,-0.24604373,-0.23030031
9.0000,0.36405765,0.02366442,-0.24928855,-0.22874417
9.0100,0.36154863,0.02138485,-0.25251122,-0.22716770
9.0200,0.35900750,0.01912114,-0.25571147,-0.22557106
9.0300,0.35643448,0.01687349,-0.25888900,-0.22395439
9.0400,0.35382979,0.01464212,-0.26204353,-0.22231782
9.0500,0.35119368,0.01242720,-0.26517479,-0.22066150
9.0600,0.34852638,0.01022895,-0.26828250,-0.21898558
9.0700,0.34582811,0.00804756,-0.27136637,-0.21729021
9.0800,0.34309913,0.00588321,-0.27442614,-0.21557554
9.0900,0.34033967,0.00373611,-0.27746154,-0.21384172
